boosts,damageDealt,DBNOs,kills,killStreaks,longestKill,walkDistance,weaponsAcquired
5,916.3,6,7,2,194.7,3041.0,3
4,480.4,5,6,2,84.35,2846.0,5
4,473.4,3,6,2,55.73,2681.0,4
11,833.0,0,8,2,171.8,2865.0,6
2,558.9,5,6,2,104.8,1961.0,6
4,1246.0,13,9,4,206.8,3494.0,7
9,732.8,7,8,2,56.48,2385.0,5
6,676.2,4,9,3,89.74,2498.0,5
2,976.6,4,6,2,400.7,4384.0,4
7,693.1,6,6,2,155.9,2383.0,6
3,353.6,3,6,3,110.7,2788.0,8
4,587.0,0,6,3,56.26,2359.0,4
8,501.3,6,8,4,54.19,3759.0,3
4,1051.0,0,8,2,75.96,2904.0,2
5,679.8,0,6,1,187.5,2418.0,6
6,794.5,4,8,2,81.97,2139.0,4
6,826.4,6,8,2,64.06,3621.0,3
4,548.2,3,7,2,232.8,3801.0,7
5,850.1,5,9,2,53.99,1928.0,5
7,680.3,0,8,2,120.8,3432.0,10
6,910.7,0,9,1,229.2,3132.0,3
8,785.2,0,7,1,188.6,3672.0,6
4,499.2,4,6,2,42.89,3834.0,5
6,779.5,7,10,3,173.7,2251.0,5
3,826.4,3,9,2,92.79,2439.0,4
8,948.7,0,10,2,116.2,2634.0,7
1,597.5,0,6,1,60.23,2262.0,5
5,875.6,3,8,2,228.1,4096.0,5
6,708.2,0,6,1,137.3,2568.0,5
2,727.2,0,8,3,50.29,1417.0,3
5,612.0,5,8,2,63.43,2028.0,5
7,530.0,0,6,1,106.6,3482.0,9
5,654.4,4,7,3,84.4,4153.0,2
4,850.8,5,8,2,87.76,2896.0,5
7,816.8,0,8,2,113.6,3975.0,4
4,1103.0,6,8,2,88.01,2638.0,6
6,473.9,5,7,2,151.3,2826.0,4
4,686.9,3,5,3,289.5,3455.0,6
6,759.0,5,8,3,150.8,3253.0,6
9,804.8,4,9,1,166.6,4069.0,7
0,470.4,2,7,2,37.7,408.0,4
6,340.8,5,7,2,148.6,3355.0,5
4,790.3,6,11,3,310.8,3458.0,5
2,1253.0,8,11,2,198.2,3096.0,6
2,942.4,4,6,2,207.7,2888.0,4
4,1025.0,4,8,2,221.6,4850.0,2
3,938.5,6,10,2,231.3,3633.0,6
2,911.2,3,6,2,103.5,2112.0,2
3,651.7,4,7,2,35.88,2212.0,4
3,754.0,6,9,2,539.1,2185.0,6
1,635.5,4,8,2,165.6,2661.0,8
2,595.2,4,5,3,89.87,3858.0,8
7,844.8,0,9,1,103.3,3106.0,7
6,674.5,0,7,2,56.24,1898.0,2
8,365.4,0,5,1,55.29,2157.0,12
5,1038.0,10,10,3,71.11,3972.0,6
4,1157.0,9,11,2,32.95,1151.0,2
5,1236.0,8,11,3,188.2,2965.0,6
5,1151.0,10,10,2,212.0,2940.0,7
3,1182.0,8,8,2,187.1,2192.0,7
6,427.1,0,4,2,96.55,2162.0,8
5,1384.0,4,11,2,123.5,3232.0,8
3,657.2,5,7,3,99.4,4457.0,8
5,707.0,0,7,1,78.44,3498.0,5
4,1223.0,7,13,2,120.3,3361.0,7
3,1465.0,8,15,4,201.7,3921.0,5
6,917.4,6,9,2,160.0,3268.0,7
7,936.7,8,9,2,92.81,3770.0,10
4,407.1,1,4,2,120.3,3098.0,7
8,1075.0,5,11,2,72.22,3349.0,5
6,1118.0,9,12,2,67.19,3428.0,8
8,622.5,3,8,2,74.47,3411.0,8
6,494.9,3,5,2,65.81,3224.0,5
4,891.0,5,9,3,56.09,2418.0,6
6,395.6,5,5,2,72.67,2786.0,4
7,863.3,5,7,2,192.2,3653.0,5
1,1011.0,8,9,3,355.6,2729.0,6
5,1265.0,10,10,3,220.0,3610.0,9
6,968.3,2,10,3,59.35,2104.0,5
8,1209.0,0,11,2,98.95,3274.0,4
5,893.3,4,7,2,168.1,4205.0,7
2,768.5,4,6,2,116.7,2952.0,5
4,694.4,4,10,2,85.28,2414.0,8
8,752.2,0,8,2,102.7,3317.0,7
6,854.8,7,10,2,212.8,4649.0,4
4,996.2,4,9,2,123.9,2100.0,4
4,1016.0,7,10,4,335.2,3257.0,6
4,859.2,8,7,3,138.1,2739.0,8
9,720.1,0,9,1,166.8,3493.0,7
3,708.8,6,7,3,75.16,2139.0,5
4,770.9,3,8,2,99.27,2453.0,8
10,1176.0,5,9,2,264.4,3430.0,6
12,1213.0,8,8,3,195.8,3770.0,5
6,949.4,6,8,2,98.33,1467.0,5
5,504.5,1,6,1,50.49,3139.0,6
3,837.2,8,9,3,867.9,3669.0,4
7,539.3,3,5,4,21.28,1952.0,5
4,683.3,5,6,2,181.9,3426.0,3
7,690.1,0,7,1,91.88,3193.0,6
12,1330.0,0,13,2,169.1,3831.0,8
3,576.3,5,6,2,214.2,3144.0,2
9,730.6,5,9,3,69.64,3340.0,3
7,1026.0,6,10,2,90.53,1950.0,5
5,569.2,3,8,2,176.2,4254.0,5
9,1537.0,8,13,3,99.81,1946.0,8
9,1396.0,0,11,2,121.8,3632.0,7
7,755.0,5,7,1,309.8,4278.0,6
11,764.9,0,8,1,270.8,2949.0,6
4,573.7,3,6,2,92.84,2195.0,3
4,745.6,5,6,2,171.2,3832.0,5
5,952.0,6,9,2,118.4,3122.0,3
6,637.8,4,6,2,153.3,2242.0,5
6,849.1,6,6,3,163.6,3058.0,4
4,1027.0,3,5,2,44.69,1222.0,4
4,508.5,3,7,4,14.79,2888.0,4
2,651.5,4,5,2,53.32,1556.0,5
3,711.1,0,7,2,54.9,887.5,5
4,900.5,3,5,1,98.8,3016.0,7
9,1060.0,7,8,2,55.73,3585.0,4
5,630.3,4,6,2,96.85,3449.0,4
7,1368.0,9,14,3,60.47,3692.0,6
8,1139.0,6,10,2,117.2,2840.0,5
7,1199.0,7,10,2,78.77,2699.0,7
11,1002.0,0,7,1,117.2,3118.0,4
3,596.6,5,6,3,86.4,2480.0,6
4,819.1,6,7,2,135.4,3485.0,10
6,869.5,6,7,2,92.93,3161.0,6
6,595.7,0,7,1,280.8,1740.0,6
3,920.3,4,8,1,97.22,2647.0,7
10,1015.0,8,11,3,236.5,4682.0,8
2,331.6,1,3,2,80.56,1776.0,5
10,825.6,4,6,3,109.9,2327.0,8
4,748.4,5,6,2,169.1,3691.0,4
5,1021.0,4,10,2,123.3,3099.0,10
8,643.9,3,5,2,170.5,4114.0,8
2,747.3,9,9,4,54.48,3071.0,6
5,744.9,4,6,3,56.96,2383.0,4
6,586.9,0,6,1,76.31,3368.0,5
3,823.5,5,6,2,120.1,3026.0,7
2,537.0,2,6,2,172.4,3927.0,7
3,784.9,4,9,2,129.1,2806.0,6
3,1038.0,7,11,2,283.8,2091.0,6
4,710.0,4,7,3,130.6,3208.0,7
3,936.0,8,12,3,103.9,4494.0,6
5,1187.0,7,12,4,147.6,3346.0,5
4,642.3,5,6,2,115.4,3810.0,3
6,576.8,5,6,4,123.0,2325.0,6
7,931.5,5,10,2,82.56,3463.0,9
9,1126.0,6,11,2,199.8,2343.0,4
2,711.3,5,7,3,85.92,3344.0,7
7,1064.0,7,14,3,108.5,3946.0,2
6,1070.0,10,11,3,191.9,2795.0,5
3,984.6,8,9,3,66.32,1188.0,7
5,984.9,9,10,3,102.2,3384.0,4
5,847.5,6,7,2,79.13,2586.0,7
7,928.3,6,7,2,103.3,2746.0,3
4,1061.0,7,11,2,83.05,2942.0,5
6,762.3,4,8,2,158.3,3127.0,4
2,683.4,5,6,3,177.0,2192.0,7
1,547.0,4,6,4,65.44,2559.0,4
7,895.8,5,8,2,137.0,2988.0,4
5,606.7,0,5,1,65.26,1304.0,6
5,563.5,6,8,1,259.2,4129.0,6
6,908.6,0,7,1,252.5,3409.0,3
6,757.2,5,7,3,43.29,2474.0,5
6,645.2,3,6,2,145.3,3355.0,6
4,601.5,3,5,2,50.9,1143.0,5
5,1598.0,9,8,3,381.4,3100.0,5
6,589.5,3,8,2,119.7,2625.0,8
3,993.4,6,9,3,80.8,2823.0,2
3,639.8,0,7,1,60.01,2032.0,7
4,669.3,6,7,2,123.0,2800.0,2
10,1706.0,11,15,3,342.2,3903.0,7
7,590.9,0,6,1,69.53,2464.0,9
8,688.0,5,8,2,99.42,2853.0,9
3,440.6,2,8,2,78.0,2969.0,9
3,915.5,6,11,3,47.76,4417.0,6
1,761.7,4,8,2,59.23,3321.0,5
3,805.8,6,8,4,50.39,4469.0,5
6,1158.0,9,8,3,230.3,1807.0,4
3,923.3,5,9,2,170.1,1403.0,6
5,467.8,4,5,3,11.27,3803.0,5
6,991.7,3,9,3,43.35,3347.0,5
3,847.4,5,8,3,121.2,2858.0,7
5,777.2,4,7,2,108.8,3148.0,4
4,601.8,4,6,2,12.68,1405.0,2
5,581.5,6,6,3,117.9,3746.0,8
4,839.9,7,10,2,259.8,3478.0,6
7,750.8,4,7,1,56.51,2705.0,5
1,645.1,8,8,2,71.37,376.9,2
5,1102.0,8,10,3,121.9,3166.0,5
8,621.3,3,8,2,98.9,3582.0,8
3,551.5,5,5,2,21.51,2723.0,6
2,617.8,4,6,2,135.9,4161.0,5
4,649.2,7,8,3,79.02,2181.0,4
5,698.8,5,6,2,123.7,3472.0,5
7,848.9,3,7,2,45.45,2776.0,5
5,1257.0,9,13,3,128.8,2992.0,5
3,781.4,4,7,1,111.5,3369.0,5
5,733.3,6,9,2,46.1,1184.0,5
3,789.6,4,9,2,260.2,4068.0,3
5,1047.0,5,9,2,123.7,3998.0,7
9,1547.0,9,10,2,147.6,2935.0,8
2,864.0,3,7,2,183.0,3195.0,7
6,476.5,2,4,1,187.6,5634.0,7
1,774.6,5,8,3,107.9,1679.0,4
2,737.8,6,7,1,20.86,970.6,6
7,922.2,5,10,2,33.86,3044.0,10
3,733.4,6,13,4,110.6,2485.0,4
5,646.5,3,7,2,54.99,2310.0,4
3,630.4,5,7,3,84.86,1902.0,3
4,634.7,5,11,3,536.3,3440.0,10
7,1964.0,11,20,3,119.8,2656.0,7
6,927.1,9,11,3,121.2,2434.0,4
8,842.3,0,8,1,174.3,3519.0,5
6,326.2,2,4,2,149.0,3457.0,9
3,1648.0,9,12,3,145.8,3825.0,5
6,756.9,4,7,2,97.58,2314.0,8
4,1056.0,11,8,2,198.8,2437.0,5
6,813.8,3,10,2,384.3,3545.0,8
2,586.4,1,7,2,156.0,2465.0,3
2,524.0,4,7,2,70.45,2077.0,4
5,281.0,4,5,2,48.11,3505.0,6
7,824.7,7,9,2,172.4,3038.0,4
2,1043.0,0,11,2,348.8,4506.0,12
7,1152.0,4,9,2,163.1,2828.0,6
4,716.4,3,6,2,137.3,2874.0,5
8,889.6,0,8,1,58.61,3046.0,4
4,863.7,5,7,2,259.8,2440.0,7
5,574.5,4,9,2,119.7,4086.0,3
1,824.7,4,7,3,46.25,3395.0,5
7,404.0,4,7,3,137.9,4111.0,5
4,791.7,9,7,3,196.3,2338.0,6
6,1039.0,2,6,2,199.8,3933.0,6
5,406.0,3,5,2,132.1,2502.0,5
8,833.4,3,8,2,92.08,3124.0,7
5,1178.0,0,11,2,184.4,3885.0,8
4,755.2,4,8,2,83.0,2835.0,6
3,180.2,2,2,1,73.25,1966.0,5
2,729.8,3,7,2,103.7,3240.0,4
4,646.6,0,6,1,32.56,1997.0,9
7,639.5,3,7,2,50.45,4795.0,8
5,590.2,0,6,1,33.28,901.4,3
3,1028.0,4,7,1,76.35,2847.0,7
2,814.9,6,9,3,61.39,417.3,4
5,844.6,6,5,1,219.0,3865.0,7
4,1859.0,15,15,3,736.3,3528.0,10
8,645.5,4,5,1,156.0,1147.0,7
9,642.1,4,8,3,66.0,2883.0,8
6,827.9,5,5,1,85.39,3234.0,6
5,793.3,6,8,1,264.7,4682.0,4
2,608.9,5,7,4,21.94,455.7,2
7,1377.0,9,14,3,169.3,4349.0,6
5,384.6,3,6,1,167.4,3584.0,4
2,863.3,6,5,3,283.5,2140.0,6
7,884.4,4,10,2,90.73,4572.0,7
8,1064.0,8,9,2,593.7,4431.0,7
6,802.6,0,8,1,41.34,2305.0,4
0,561.6,4,6,3,63.83,894.7,3
1,806.7,7,7,3,47.91,2316.0,6
6,955.7,0,9,1,84.64,2976.0,3
4,632.0,5,9,2,41.93,3620.0,5
6,968.6,7,11,3,214.5,4218.0,11
5,754.6,4,5,2,35.4,1567.0,3
3,616.2,5,9,3,152.8,1451.0,5
8,328.7,2,5,2,181.5,3090.0,5
7,764.3,3,8,2,158.9,2795.0,7
2,575.6,6,7,3,80.27,3473.0,6
3,1101.0,0,10,2,204.5,3481.0,3
7,768.1,4,10,2,150.1,2886.0,5
3,965.3,3,7,2,231.1,3536.0,8
8,647.8,4,8,2,85.1,3070.0,6
8,671.0,0,7,1,69.77,3758.0,7
6,1108.0,6,7,2,86.77,4562.0,6
6,578.4,7,7,3,204.6,3411.0,8
1,390.0,2,4,1,79.83,2582.0,4
7,1347.0,12,14,3,150.8,3300.0,2
1,752.2,7,7,2,154.7,2753.0,2
2,747.2,5,6,2,119.7,3587.0,7
2,1146.0,0,10,1,389.0,3572.0,3
5,713.3,5,9,2,276.5,3790.0,8
4,765.0,7,6,2,388.8,1666.0,6
3,1212.0,8,10,4,159.2,2939.0,5
4,432.6,2,6,2,85.45,3366.0,7
0,1890.0,0,25,3,96.68,15.08,22
2,439.0,3,6,2,38.26,4146.0,5
7,900.2,3,6,2,291.7,3381.0,4
2,1306.0,6,7,2,163.7,1196.0,4
5,611.9,3,7,2,333.8,2781.0,15
5,1172.0,0,11,1,67.54,2088.0,6
2,1021.0,9,10,3,36.2,3173.0,4
4,507.7,5,7,2,49.58,2755.0,4
6,1430.0,9,12,3,126.8,3501.0,7
6,834.2,4,9,2,52.97,3710.0,3
7,570.7,3,5,1,106.3,3011.0,9
10,926.4,0,8,1,180.2,2083.0,7
3,625.7,4,7,3,98.98,3851.0,4
8,851.1,5,8,3,104.1,3156.0,4
6,933.2,6,8,3,144.1,3497.0,6
6,1232.0,7,9,2,222.5,2554.0,5
8,1329.0,10,10,2,162.1,3697.0,7
3,841.4,4,9,2,62.47,1290.0,4
2,1113.0,5,10,2,25.45,3313.0,2
4,570.9,1,7,1,22.32,1923.0,4
3,957.4,5,9,2,381.5,3904.0,5
5,1014.0,7,8,2,97.29,3211.0,5
7,824.5,4,6,2,234.2,3782.0,5
6,1063.0,6,12,2,104.5,3432.0,3
4,577.3,5,8,3,42.12,3399.0,7
5,844.3,0,8,2,207.7,3293.0,6
6,743.8,5,7,2,59.44,2739.0,8
4,1009.0,6,7,2,65.48,3012.0,3
2,600.6,1,5,1,339.4,2342.0,3
3,845.5,0,8,1,87.64,1467.0,7
6,581.0,3,5,2,132.3,3465.0,4
7,905.6,9,11,3,210.4,3122.0,5
3,515.6,3,7,2,64.01,1641.0,6
1,635.9,4,4,2,89.71,1517.0,6
6,903.7,7,10,2,104.4,3354.0,6
5,540.6,4,7,2,182.4,2267.0,4
4,810.8,0,7,1,82.97,4115.0,4
1,299.5,0,4,1,93.81,2790.0,6
5,864.6,6,6,1,59.77,3081.0,3
2,772.3,0,7,1,76.71,3586.0,4
6,642.7,5,6,2,225.4,4868.0,5
12,1286.0,9,12,3,112.7,3369.0,5
2,1005.0,6,7,2,35.62,2731.0,3
5,1427.0,8,11,2,87.41,2285.0,6
2,899.1,4,8,2,212.7,3270.0,5
5,1196.0,10,10,2,22.21,1681.0,4
2,683.5,3,5,2,89.55,692.4,6
4,625.7,2,8,2,207.3,3332.0,5
6,1120.0,6,8,2,172.9,3219.0,11
5,1465.0,6,11,2,232.6,4576.0,9
8,575.9,0,7,1,69.0,1403.0,7
6,972.6,5,11,2,168.6,2764.0,7
7,605.8,4,7,2,280.7,3803.0,4
5,568.7,2,6,2,137.6,3014.0,8
6,835.5,5,8,2,146.0,3098.0,5
4,815.8,0,7,2,31.0,2447.0,5
3,854.6,7,9,4,100.7,522.0,7
6,774.5,3,8,2,132.1,2588.0,7
3,882.8,5,6,2,119.3,3755.0,5
2,330.7,0,4,2,13.19,229.3,2
7,660.3,0,7,2,71.48,2484.0,6
2,948.1,5,6,2,173.3,2943.0,4
3,788.8,4,8,1,147.1,3090.0,3
6,943.3,0,8,2,69.68,3493.0,5
2,516.0,4,7,2,35.7,944.1,4
4,655.2,3,6,2,78.05,3265.0,6
8,1301.0,8,12,2,322.7,4209.0,7
4,511.6,4,6,2,120.9,1806.0,4
4,1298.0,6,10,2,68.34,2302.0,6
4,1201.0,7,10,2,108.2,2867.0,7
4,606.7,5,5,2,165.3,4008.0,6
6,831.1,6,9,3,456.3,4651.0,6
6,459.2,4,8,3,116.2,2954.0,5
2,918.9,5,8,2,279.7,2227.0,4
3,517.4,2,6,2,113.0,3540.0,4
6,1251.0,7,11,2,54.09,3047.0,3
8,1084.0,7,11,4,72.9,3247.0,5
5,660.6,0,7,1,400.5,3047.0,4
6,1252.0,5,11,2,99.18,2904.0,5
8,780.3,0,8,1,293.9,3276.0,5
5,1052.0,7,8,2,191.8,4253.0,4
11,1216.0,0,11,2,77.54,2650.0,3
5,740.2,5,6,2,313.3,5281.0,5
5,1172.0,13,8,2,43.5,3115.0,5
2,429.7,5,6,2,89.33,816.7,7
5,537.6,4,6,1,12.66,1526.0,9
4,518.9,3,6,3,296.6,3174.0,9
2,723.1,5,9,2,197.2,3771.0,6
8,1368.0,0,8,1,229.0,3231.0,3
3,673.3,3,8,3,58.17,2737.0,4
4,1633.0,9,13,2,176.2,2714.0,4
8,777.0,5,6,2,75.03,3373.0,6
8,409.8,3,8,3,94.76,2832.0,5
4,872.7,0,11,1,159.8,2918.0,4
7,780.2,3,6,1,147.9,2242.0,12
7,1110.0,0,11,2,116.7,3082.0,8
1,734.1,2,7,2,165.0,2954.0,7
6,656.1,7,8,2,229.0,3702.0,3
6,1069.0,0,9,1,183.3,1488.0,6
6,531.9,6,6,2,112.3,4340.0,7
7,1070.0,4,11,2,118.3,4565.0,4
4,740.3,0,7,1,100.5,2731.0,3
4,1445.0,7,14,2,99.95,2019.0,5
4,753.9,4,8,3,272.0,2804.0,6
4,652.1,4,7,2,239.7,3527.0,6
4,1141.0,9,10,3,549.9,3451.0,2
3,1027.0,7,8,3,152.3,3442.0,4
5,603.3,2,4,2,58.93,2339.0,3
7,1404.0,13,12,3,679.1,3515.0,7
2,753.0,6,7,3,31.41,488.5,4
2,541.3,5,8,3,307.1,3171.0,9
2,504.3,3,5,2,103.3,355.0,5
7,612.7,0,7,1,400.9,3173.0,3
2,624.9,4,6,2,175.9,4528.0,8
2,463.1,3,5,3,113.7,3468.0,10
10,793.0,6,7,3,64.0,2716.0,10
5,862.6,4,7,2,316.7,5834.0,5
10,965.0,5,11,2,173.7,4496.0,5
3,662.3,5,7,2,26.24,1164.0,3
5,613.7,3,7,2,323.0,6083.0,4
6,589.9,0,6,1,98.22,1633.0,5
9,954.5,7,7,2,203.4,2717.0,6
4,863.8,9,9,2,213.7,2890.0,7
2,579.3,5,7,3,17.35,915.9,7
4,723.4,0,7,4,50.96,3257.0,2
8,1066.0,5,11,2,157.2,3828.0,6
6,667.1,8,7,2,92.8,2648.0,5
5,644.6,0,6,1,111.2,3380.0,6
4,654.7,6,7,2,161.7,3087.0,8
6,855.0,3,7,2,141.9,1513.0,8
8,902.9,4,8,3,160.8,2390.0,4
3,1592.0,10,10,2,354.7,3460.0,10
5,660.6,0,6,1,141.8,3253.0,5
2,880.0,7,9,3,155.6,2824.0,6
5,877.6,0,11,2,100.6,2254.0,7
7,736.0,2,8,2,68.35,3198.0,5
4,1106.0,0,13,1,195.5,2917.0,10
4,1058.0,8,8,3,41.05,2778.0,6
7,721.8,3,5,2,173.2,2713.0,4
3,798.7,0,8,1,59.35,3396.0,8
6,881.7,6,10,2,39.99,1916.0,5
6,1066.0,0,11,1,74.19,2936.0,5
3,759.4,7,9,3,140.5,3213.0,3
3,461.2,4,8,3,181.0,3450.0,4
5,860.8,6,9,2,288.5,2954.0,6
6,1019.0,0,7,1,40.22,3186.0,5
8,743.5,3,7,2,189.5,3823.0,10
8,820.6,7,6,2,233.4,3168.0,5
1,1415.0,11,13,4,149.7,2823.0,8
1,838.1,6,7,2,68.21,2536.0,5
7,617.8,2,6,2,208.1,3382.0,6
1,538.9,6,8,2,87.91,3002.0,3
5,1259.0,12,14,3,161.3,1643.0,3
5,840.9,3,7,2,239.6,3219.0,8
5,673.2,6,6,2,92.54,2838.0,3
4,801.4,6,8,2,222.8,2260.0,5
3,508.8,5,6,3,554.2,2792.0,7
3,932.7,5,8,4,97.18,3047.0,6
3,758.8,4,7,2,54.55,3989.0,3
5,648.4,6,11,3,115.3,2792.0,8
4,688.0,3,7,2,103.4,3010.0,6
5,621.3,2,6,3,214.9,3944.0,4
4,735.3,4,8,2,31.24,2011.0,7
3,611.4,3,7,2,40.79,2768.0,4
8,588.3,0,6,2,105.3,2995.0,8
5,595.3,0,5,1,279.9,4887.0,9
3,729.6,3,7,2,56.1,2720.0,5
5,959.5,8,6,3,45.75,2860.0,6
10,1177.0,0,12,2,289.4,3161.0,12
10,1317.0,7,15,2,218.3,3740.0,4
4,730.9,7,8,3,113.7,2098.0,5
6,818.5,4,8,2,199.9,3402.0,10
10,1112.0,4,12,2,42.87,2450.0,5
4,685.5,5,6,2,111.1,3296.0,5
7,1672.0,13,13,2,206.3,2690.0,4
4,339.5,4,4,1,188.7,1686.0,8
6,1042.0,6,12,2,117.2,2457.0,7
12,1179.0,0,13,2,293.5,2858.0,7
8,418.6,2,6,3,146.5,3896.0,8
7,751.6,4,9,2,108.0,3511.0,8
3,822.0,7,8,2,111.6,3194.0,6
5,943.3,7,9,4,83.75,3623.0,7
4,434.2,4,6,2,485.0,2124.0,6
5,836.1,5,6,1,289.5,4512.0,6
5,460.0,4,5,3,27.73,1993.0,2
3,772.6,2,6,1,130.2,3086.0,3
2,784.6,8,7,2,914.2,2904.0,4
6,829.5,4,9,2,80.35,2254.0,7
4,421.5,2,6,2,32.18,2601.0,7
7,870.4,8,10,2,216.7,3566.0,5
2,352.1,4,7,2,74.85,3182.0,6
2,500.8,0,5,1,143.6,1431.0,4
4,1335.0,8,12,3,95.13,4991.0,2
1,615.1,3,5,2,210.0,2445.0,6
2,586.7,3,6,2,118.8,2478.0,9
3,818.9,0,8,1,98.25,1734.0,5
1,716.8,6,9,4,65.53,1222.0,4
2,836.9,6,7,4,191.4,3108.0,4
7,1169.0,7,12,3,223.1,3534.0,3
5,795.4,7,6,1,107.1,3317.0,6
1,822.3,5,9,2,58.46,1677.0,4
9,1850.0,0,18,2,132.8,4154.0,11
7,1285.0,10,14,3,214.3,3954.0,6
0,371.3,5,5,4,43.46,770.4,4
3,527.5,5,5,2,62.76,1926.0,7
5,1156.0,9,13,5,46.92,2817.0,5
7,718.1,2,7,2,126.8,3224.0,2
7,848.5,0,8,2,105.8,2606.0,5
7,448.4,3,7,2,33.97,3044.0,5
11,1225.0,0,9,1,191.9,4656.0,7
0,598.7,3,7,2,98.41,2234.0,7
5,1164.0,8,10,3,460.2,3006.0,6
1,778.6,7,8,2,97.47,2277.0,6
2,742.3,7,7,3,324.8,2586.0,7
4,793.3,4,7,2,31.99,3210.0,9
8,1314.0,6,8,2,235.9,4383.0,8
4,575.3,3,5,2,318.1,3829.0,7
3,753.8,6,7,2,222.8,2283.0,6
8,956.1,0,8,1,148.6,2333.0,6
6,758.8,3,9,2,143.2,2702.0,8
7,914.1,4,7,2,186.2,2971.0,6
10,485.6,5,6,2,153.2,3018.0,6
4,574.0,2,6,2,36.86,3304.0,7
3,990.1,3,7,2,173.6,2330.0,7
8,826.1,4,9,2,97.09,3484.0,4
3,655.6,6,7,2,186.0,1421.0,5
3,617.9,4,6,2,127.0,3344.0,7
6,593.0,5,8,2,109.3,2414.0,5
3,627.2,2,7,2,103.1,3362.0,5
5,623.7,5,7,4,41.14,3335.0,4
7,1147.0,8,10,3,126.8,3447.0,6
8,1183.0,7,11,3,162.0,3402.0,13
8,775.2,0,8,1,98.18,6580.0,5
4,726.0,0,7,1,138.1,1712.0,6
5,884.6,5,10,2,76.47,3081.0,6
3,384.0,5,6,2,100.7,1917.0,7
13,810.8,6,7,3,208.2,2470.0,8
8,619.0,3,4,2,132.0,3054.0,6
3,1044.0,6,9,2,45.09,1626.0,5
5,961.7,7,11,4,79.68,3681.0,8
4,448.1,5,7,3,44.75,4350.0,4
7,871.1,0,8,3,227.9,1755.0,8
5,753.9,6,8,3,67.69,3445.0,9
2,675.0,3,7,2,130.0,2564.0,9
2,769.7,6,9,3,131.0,3434.0,3
2,1033.0,0,11,7,64.42,1663.0,7
4,557.9,3,6,2,78.62,3143.0,3
2,1032.0,8,7,2,51.35,2102.0,4
3,693.0,3,7,1,390.7,2723.0,13
8,594.5,5,8,3,171.2,3295.0,4
9,2031.0,9,17,2,130.3,4098.0,10
2,485.6,4,5,2,24.77,2787.0,4
4,543.9,2,7,2,103.2,3005.0,6
2,524.2,0,6,1,224.6,1911.0,8
7,1350.0,9,9,3,178.2,2125.0,7
5,973.3,5,9,2,198.0,3051.0,7
5,1021.0,8,7,2,162.8,2824.0,5
5,756.2,4,9,3,193.0,3288.0,5
10,467.7,3,6,1,191.9,2526.0,13
4,333.4,2,3,2,40.6,3388.0,5
3,617.8,2,6,1,186.0,1716.0,5
1,908.2,8,6,3,220.8,3985.0,5
4,844.7,5,6,2,99.09,2741.0,4
5,908.7,6,9,3,116.5,2316.0,5
3,805.7,5,9,3,130.7,2724.0,5
2,389.9,2,4,1,17.89,1871.0,7
3,1255.0,8,11,4,79.75,4193.0,7
7,1186.0,6,10,2,103.5,2593.0,8
3,834.9,6,9,3,149.8,3293.0,2
0,923.1,0,9,1,362.7,3525.0,3
6,1109.0,9,9,2,63.39,1845.0,7
9,1227.0,6,9,2,112.0,3352.0,7
5,769.7,6,6,3,77.45,3184.0,4
8,953.8,6,9,3,66.3,3016.0,9
2,614.0,2,4,1,172.2,1754.0,4
7,595.4,3,7,2,170.0,4977.0,13
3,670.7,4,6,2,68.26,1605.0,8
5,450.7,3,6,2,131.0,3838.0,5
4,1000.0,4,12,2,87.89,2776.0,5
6,854.3,0,7,2,170.8,2750.0,6
8,673.4,0,8,2,301.3,3894.0,9
4,1078.0,9,10,2,100.2,4992.0,10
6,921.5,7,9,2,154.6,3774.0,8
11,835.8,3,10,2,96.44,3509.0,5
5,791.5,3,7,3,57.01,3692.0,3
11,408.1,0,6,4,179.7,2753.0,4
4,810.2,5,9,2,187.9,2979.0,3
8,1034.0,6,8,1,71.46,4243.0,8
8,1016.0,5,9,2,55.32,2670.0,6
4,933.5,5,7,2,228.4,3507.0,8
1,215.2,4,8,3,55.3,974.8,9
7,544.6,3,6,2,321.7,2400.0,4
5,853.2,4,7,2,256.4,4373.0,6
4,1177.0,5,10,2,218.9,3358.0,6
3,725.5,5,7,3,71.29,2555.0,7
2,562.0,6,9,2,99.98,2735.0,8
5,625.7,5,6,1,114.8,2024.0,6
4,390.4,4,5,2,93.48,2777.0,4
5,418.7,0,5,2,81.56,3045.0,7
5,1037.0,5,5,2,190.3,2879.0,10
2,767.8,5,7,3,145.7,1341.0,4
3,696.4,5,8,2,137.1,2152.0,5
6,641.5,4,6,3,75.72,3097.0,11
2,394.5,3,6,2,30.03,1613.0,6
4,722.8,0,6,1,98.15,3478.0,4
5,707.6,4,9,3,118.5,2338.0,5
5,662.7,4,7,2,97.29,1773.0,4
7,848.5,5,11,2,260.6,2280.0,5
6,619.4,0,6,2,215.0,5674.0,8
5,1375.0,4,14,4,182.9,3302.0,9
5,950.2,8,9,2,50.35,2221.0,4
4,661.2,7,8,2,304.6,3108.0,9
6,1218.0,9,13,3,121.8,3495.0,8
7,968.7,5,7,2,99.97,2989.0,5
4,819.6,5,9,2,29.76,2166.0,6
9,933.0,4,7,1,185.0,4414.0,6
5,851.0,3,7,1,115.0,5433.0,7
